period_start_hh,period_start_m,period_dayweek,slot,temp,dwpt,rhum,wspd
08,28,1,B,31.0,12.9,33.0,7.2
08,30,1,B,31.0,12.9,33.0,7.2
08,32,1,B,31.0,12.9,33.0,7.2
08,34,1,B,31.0,12.9,33.0,7.2
08,36,1,B,31.0,12.9,33.0,7.2
08,38,1,B,31.0,12.9,33.0,7.2
08,40,1,B,31.0,12.9,33.0,7.2
08,42,1,B,31.0,12.9,33.0,7.2
08,44,1,B,31.0,12.9,33.0,7.2
08,46,1,B,31.0,12.9,33.0,7.2
08,48,1,B,31.0,12.9,33.0,7.2
08,50,1,B,31.0,12.9,33.0,7.2
08,52,1,B,31.0,12.9,33.0,7.2
08,54,1,B,31.0,12.9,33.0,7.2
08,56,1,B,31.0,12.9,33.0,7.2
08,58,1,B,31.0,12.9,33.0,7.2
09,00,1,B,31.0,11.9,31.0,3.6
09,02,1,B,31.0,11.9,31.0,3.6
09,04,1,B,31.0,11.9,31.0,3.6
09,06,1,B,31.0,11.9,31.0,3.6
09,08,1,B,31.0,11.9,31.0,3.6
09,10,1,B,31.0,11.9,31.0,3.6
09,12,1,B,31.0,11.9,31.0,3.6
09,14,1,B,31.0,11.9,31.0,3.6
09,16,1,B,31.0,11.9,31.0,3.6
09,18,1,B,31.0,11.9,31.0,3.6
09,20,1,B,31.0,11.9,31.0,3.6
09,22,1,B,31.0,11.9,31.0,3.6
09,24,1,B,31.0,11.9,31.0,3.6
09,26,1,B,31.0,11.9,31.0,3.6
09,28,1,B,31.0,11.9,31.0,3.6
09,30,1,B,31.0,11.9,31.0,3.6
09,32,1,B,31.0,11.9,31.0,3.6
09,34,1,B,31.0,11.9,31.0,3.6
09,36,1,B,31.0,11.9,31.0,3.6
09,38,1,B,31.0,11.9,31.0,3.6
09,40,1,B,31.0,11.9,31.0,3.6
09,42,1,B,31.0,11.9,31.0,3.6
09,44,1,B,31.0,11.9,31.0,3.6
09,46,1,B,31.0,11.9,31.0,3.6
09,48,1,B,31.0,11.9,31.0,3.6
09,50,1,B,31.0,11.9,31.0,3.6
09,52,1,B,31.0,11.9,31.0,3.6
09,54,1,B,31.0,11.9,31.0,3.6
09,56,1,B,31.0,11.9,31.0,3.6
09,58,1,B,31.0,11.9,31.0,3.6
12,00,1,C,28.0,13.9,42.0,7.2
12,02,1,C,28.0,13.9,42.0,7.2
12,04,1,C,28.0,13.9,42.0,7.2
12,06,1,C,28.0,13.9,42.0,7.2
12,08,1,C,28.0,13.9,42.0,7.2
12,10,1,C,28.0,13.9,42.0,7.2
12,12,1,C,28.0,13.9,42.0,7.2
12,14,1,C,28.0,13.9,42.0,7.2
12,16,1,C,28.0,13.9,42.0,7.2
12,18,1,C,28.0,13.9,42.0,7.2
12,20,1,C,28.0,13.9,42.0,7.2
12,22,1,C,28.0,13.9,42.0,7.2
12,24,1,C,28.0,13.9,42.0,7.2
12,26,1,C,28.0,13.9,42.0,7.2
12,28,1,C,28.0,13.9,42.0,7.2
12,30,1,C,28.0,13.9,42.0,7.2
12,32,1,C,28.0,13.9,42.0,7.2
12,34,1,C,28.0,13.9,42.0,7.2
12,36,1,C,28.0,13.9,42.0,7.2
12,38,1,C,28.0,13.9,42.0,7.2
12,40,1,C,28.0,13.9,42.0,7.2
12,42,1,C,28.0,13.9,42.0,7.2
12,44,1,C,28.0,13.9,42.0,7.2
12,46,1,C,28.0,13.9,42.0,7.2
12,48,1,C,28.0,13.9,42.0,7.2
12,50,1,C,28.0,13.9,42.0,7.2
12,52,1,C,28.0,13.9,42.0,7.2
12,54,1,C,28.0,13.9,42.0,7.2
12,56,1,C,28.0,13.9,42.0,7.2
12,58,1,C,28.0,13.9,42.0,7.2
03,00,1,A,28.0,16.0,48.0,3.6
03,02,1,A,28.0,16.0,48.0,3.6
03,04,1,A,28.0,16.0,48.0,3.6
03,06,1,A,28.0,16.0,48.0,3.6
03,08,1,A,28.0,16.0,48.0,3.6
03,10,1,A,28.0,16.0,48.0,3.6
03,12,1,A,28.0,16.0,48.0,3.6
03,14,1,A,28.0,16.0,48.0,3.6
03,16,1,A,28.0,16.0,48.0,3.6
03,18,1,A,28.0,16.0,48.0,3.6
03,20,1,A,28.0,16.0,48.0,3.6
03,22,1,A,28.0,16.0,48.0,3.6
03,24,1,A,28.0,16.0,48.0,3.6
03,26,1,A,28.0,16.0,48.0,3.6
03,28,1,A,28.0,16.0,48.0,3.6
03,30,1,A,28.0,16.0,48.0,3.6
03,32,1,A,28.0,16.0,48.0,3.6
03,34,1,A,28.0,16.0,48.0,3.6
03,36,1,A,28.0,16.0,48.0,3.6
03,38,1,A,28.0,16.0,48.0,3.6
03,40,1,A,28.0,16.0,48.0,3.6
03,42,1,A,28.0,16.0,48.0,3.6
03,44,1,A,28.0,16.0,48.0,3.6
03,46,1,A,28.0,16.0,48.0,3.6
03,48,1,A,28.0,16.0,48.0,3.6
03,50,1,A,28.0,16.0,48.0,3.6
03,52,1,A,28.0,16.0,48.0,3.6
03,54,1,A,28.0,16.0,48.0,3.6
03,56,1,A,28.0,16.0,48.0,3.6
03,58,1,A,28.0,16.0,48.0,3.6
04,00,1,A,28.0,13.1,40.0,7.2
04,02,1,A,28.0,13.1,40.0,7.2
04,04,1,A,28.0,13.1,40.0,7.2
04,06,1,A,28.0,13.1,40.0,7.2
04,08,1,A,28.0,13.1,40.0,7.2
04,10,1,A,28.0,13.1,40.0,7.2
04,12,1,A,28.0,13.1,40.0,7.2
04,14,1,A,28.0,13.1,40.0,7.2
04,16,1,A,28.0,13.1,40.0,7.2
04,18,1,A,28.0,13.1,40.0,7.2
04,20,1,A,28.0,13.1,40.0,7.2
04,22,1,A,28.0,13.1,40.0,7.2
04,24,1,A,28.0,13.1,40.0,7.2
04,26,1,A,28.0,13.1,40.0,7.2
04,28,1,A,28.0,13.1,40.0,7.2
04,30,1,A,28.0,13.1,40.0,7.2
04,32,1,A,28.0,13.1,40.0,7.2
04,34,1,A,28.0,13.1,40.0,7.2
04,36,1,A,28.0,13.1,40.0,7.2
04,38,1,A,28.0,13.1,40.0,7.2
04,40,1,A,28.0,13.1,40.0,7.2
04,42,1,A,28.0,13.1,40.0,7.2
04,44,1,A,28.0,13.1,40.0,7.2
04,46,1,A,28.0,13.1,40.0,7.2
04,48,1,A,28.0,13.1,40.0,7.2
04,50,1,A,28.0,13.1,40.0,7.2
04,52,1,A,28.0,13.1,40.0,7.2
04,54,1,A,28.0,13.1,40.0,7.2
04,56,1,A,28.0,13.1,40.0,7.2
04,58,1,A,28.0,13.1,40.0,7.2
08,00,1,B,31.0,12.9,33.0,7.2
08,02,1,B,31.0,12.9,33.0,7.2
08,04,1,B,31.0,12.9,33.0,7.2
08,06,1,B,31.0,12.9,33.0,7.2
08,08,1,B,31.0,12.9,33.0,7.2
08,10,1,B,31.0,12.9,33.0,7.2
08,12,1,B,31.0,12.9,33.0,7.2
08,14,1,B,31.0,12.9,33.0,7.2
08,16,1,B,31.0,12.9,33.0,7.2
08,18,1,B,31.0,12.9,33.0,7.2
08,20,1,B,31.0,12.9,33.0,7.2
08,22,1,B,31.0,12.9,33.0,7.2
08,24,1,B,31.0,12.9,33.0,7.2
08,26,1,B,31.0,12.9,33.0,7.2
08,28,1,B,31.0,12.9,33.0,7.2
08,30,1,B,31.0,12.9,33.0,7.2
08,32,1,B,31.0,12.9,33.0,7.2
08,34,1,B,31.0,12.9,33.0,7.2
08,36,1,B,31.0,12.9,33.0,7.2
08,38,1,B,31.0,12.9,33.0,7.2
08,40,1,B,31.0,12.9,33.0,7.2
08,42,1,B,31.0,12.9,33.0,7.2
08,44,1,B,31.0,12.9,33.0,7.2
08,46,1,B,31.0,12.9,33.0,7.2
08,48,1,B,31.0,12.9,33.0,7.2
08,50,1,B,31.0,12.9,33.0,7.2
08,52,1,B,31.0,12.9,33.0,7.2
08,54,1,B,31.0,12.9,33.0,7.2
08,56,1,B,31.0,12.9,33.0,7.2
08,58,1,B,31.0,12.9,33.0,7.2
09,00,1,B,31.0,11.9,31.0,3.6
09,02,1,B,31.0,11.9,31.0,3.6
09,04,1,B,31.0,11.9,31.0,3.6
09,06,1,B,31.0,11.9,31.0,3.6
09,08,1,B,31.0,11.9,31.0,3.6
09,10,1,B,31.0,11.9,31.0,3.6
09,12,1,B,31.0,11.9,31.0,3.6
09,14,1,B,31.0,11.9,31.0,3.6
09,16,1,B,31.0,11.9,31.0,3.6
09,18,1,B,31.0,11.9,31.0,3.6
09,20,1,B,31.0,11.9,31.0,3.6
09,22,1,B,31.0,11.9,31.0,3.6
09,24,1,B,31.0,11.9,31.0,3.6
09,26,1,B,31.0,11.9,31.0,3.6
09,28,1,B,31.0,11.9,31.0,3.6
09,30,1,B,31.0,11.9,31.0,3.6
09,32,1,B,31.0,11.9,31.0,3.6
09,34,1,B,31.0,11.9,31.0,3.6
09,36,1,B,31.0,11.9,31.0,3.6
09,38,1,B,31.0,11.9,31.0,3.6
09,40,1,B,31.0,11.9,31.0,3.6
09,42,1,B,31.0,11.9,31.0,3.6
09,44,1,B,31.0,11.9,31.0,3.6
09,46,1,B,31.0,11.9,31.0,3.6
09,48,1,B,31.0,11.9,31.0,3.6
09,50,1,B,31.0,11.9,31.0,3.6
09,52,1,B,31.0,11.9,31.0,3.6
09,54,1,B,31.0,11.9,31.0,3.6
09,56,1,B,31.0,11.9,31.0,3.6
09,58,1,B,31.0,11.9,31.0,3.6
12,00,1,C,28.0,13.9,42.0,7.2
12,02,1,C,28.0,13.9,42.0,7.2
12,04,1,C,28.0,13.9,42.0,7.2
12,06,1,C,28.0,13.9,42.0,7.2
12,08,1,C,28.0,13.9,42.0,7.2
12,10,1,C,28.0,13.9,42.0,7.2
12,12,1,C,28.0,13.9,42.0,7.2
12,14,1,C,28.0,13.9,42.0,7.2
12,16,1,C,28.0,13.9,42.0,7.2
12,18,1,C,28.0,13.9,42.0,7.2
12,20,1,C,28.0,13.9,42.0,7.2
12,22,1,C,28.0,13.9,42.0,7.2
12,24,1,C,28.0,13.9,42.0,7.2
12,26,1,C,28.0,13.9,42.0,7.2
12,28,1,C,28.0,13.9,42.0,7.2
12,30,1,C,28.0,13.9,42.0,7.2
12,32,1,C,28.0,13.9,42.0,7.2
12,34,1,C,28.0,13.9,42.0,7.2
12,36,1,C,28.0,13.9,42.0,7.2
12,38,1,C,28.0,13.9,42.0,7.2
12,40,1,C,28.0,13.9,42.0,7.2
12,42,1,C,28.0,13.9,42.0,7.2
12,44,1,C,28.0,13.9,42.0,7.2
12,46,1,C,28.0,13.9,42.0,7.2
12,48,1,C,28.0,13.9,42.0,7.2
12,50,1,C,28.0,13.9,42.0,7.2
12,52,1,C,28.0,13.9,42.0,7.2
12,54,1,C,28.0,13.9,42.0,7.2
12,56,1,C,28.0,13.9,42.0,7.2
12,58,1,C,28.0,13.9,42.0,7.2
03,00,2,A,30.0,16.1,43.0,3.6
03,02,2,A,30.0,16.1,43.0,3.6
03,04,2,A,30.0,16.1,43.0,3.6
03,06,2,A,30.0,16.1,43.0,3.6
03,08,2,A,30.0,16.1,43.0,3.6
03,10,2,A,30.0,16.1,43.0,3.6
03,12,2,A,30.0,16.1,43.0,3.6
03,14,2,A,30.0,16.1,43.0,3.6
03,16,2,A,30.0,16.1,43.0,3.6
03,18,2,A,30.0,16.1,43.0,3.6
03,20,2,A,30.0,16.1,43.0,3.6
03,22,2,A,30.0,16.1,43.0,3.6
03,24,2,A,30.0,16.1,43.0,3.6
03,26,2,A,30.0,16.1,43.0,3.6
03,28,2,A,30.0,16.1,43.0,3.6
03,30,2,A,30.0,16.1,43.0,3.6
03,32,2,A,30.0,16.1,43.0,3.6
03,34,2,A,30.0,16.1,43.0,3.6
03,36,2,A,30.0,16.1,43.0,3.6
03,38,2,A,30.0,16.1,43.0,3.6
03,40,2,A,30.0,16.1,43.0,3.6
03,42,2,A,30.0,16.1,43.0,3.6
03,44,2,A,30.0,16.1,43.0,3.6
03,46,2,A,30.0,16.1,43.0,3.6
03,48,2,A,30.0,16.1,43.0,3.6
03,50,2,A,30.0,16.1,43.0,3.6
03,52,2,A,30.0,16.1,43.0,3.6
03,54,2,A,30.0,16.1,43.0,3.6
03,56,2,A,30.0,16.1,43.0,3.6
03,58,2,A,30.0,16.1,43.0,3.6
04,00,2,A,31.0,15.8,40.0,7.2
04,02,2,A,31.0,15.8,40.0,7.2
04,04,2,A,31.0,15.8,40.0,7.2
04,06,2,A,31.0,15.8,40.0,7.2
04,08,2,A,31.0,15.8,40.0,7.2
04,10,2,A,31.0,15.8,40.0,7.2
04,12,2,A,31.0,15.8,40.0,7.2
04,14,2,A,31.0,15.8,40.0,7.2
04,16,2,A,31.0,15.8,40.0,7.2
04,18,2,A,31.0,15.8,40.0,7.2
04,20,2,A,31.0,15.8,40.0,7.2
04,22,2,A,31.0,15.8,40.0,7.2
04,24,2,A,31.0,15.8,40.0,7.2
04,26,2,A,31.0,15.8,40.0,7.2
04,28,2,A,31.0,15.8,40.0,7.2
04,30,2,A,31.0,15.8,40.0,7.2
04,32,2,A,31.0,15.8,40.0,7.2
04,34,2,A,31.0,15.8,40.0,7.2
04,36,2,A,31.0,15.8,40.0,7.2
04,38,2,A,31.0,15.8,40.0,7.2
04,40,2,A,31.0,15.8,40.0,7.2
04,42,2,A,31.0,15.8,40.0,7.2
04,44,2,A,31.0,15.8,40.0,7.2
04,46,2,A,31.0,15.8,40.0,7.2
04,48,2,A,31.0,15.8,40.0,7.2
04,50,2,A,31.0,15.8,40.0,7.2
04,52,2,A,31.0,15.8,40.0,7.2
04,54,2,A,31.0,15.8,40.0,7.2
04,56,2,A,31.0,15.8,40.0,7.2
04,58,2,A,31.0,15.8,40.0,7.2
08,00,2,B,34.0,12.9,28.0,0.0
08,02,2,B,34.0,12.9,28.0,0.0
08,04,2,B,34.0,12.9,28.0,0.0
08,06,2,B,34.0,12.9,28.0,0.0
08,08,2,B,34.0,12.9,28.0,0.0
08,10,2,B,34.0,12.9,28.0,0.0
08,12,2,B,34.0,12.9,28.0,0.0
08,14,2,B,34.0,12.9,28.0,0.0
08,16,2,B,34.0,12.9,28.0,0.0
08,18,2,B,34.0,12.9,28.0,0.0
08,20,2,B,34.0,12.9,28.0,0.0
08,22,2,B,34.0,12.9,28.0,0.0
08,24,2,B,34.0,12.9,28.0,0.0
08,26,2,B,34.0,12.9,28.0,0.0
08,28,2,B,34.0,12.9,28.0,0.0
08,30,2,B,34.0,12.9,28.0,0.0
08,32,2,B,34.0,12.9,28.0,0.0
08,34,2,B,34.0,12.9,28.0,0.0
08,36,2,B,34.0,12.9,28.0,0.0
08,38,2,B,34.0,12.9,28.0,0.0
08,40,2,B,34.0,12.9,28.0,0.0
08,42,2,B,34.0,12.9,28.0,0.0
08,44,2,B,34.0,12.9,28.0,0.0
08,46,2,B,34.0,12.9,28.0,0.0
08,48,2,B,34.0,12.9,28.0,0.0
08,50,2,B,34.0,12.9,28.0,0.0
08,52,2,B,34.0,12.9,28.0,0.0
08,54,2,B,34.0,12.9,28.0,0.0
08,56,2,B,34.0,12.9,28.0,0.0
08,58,2,B,34.0,12.9,28.0,0.0
09,00,2,B,33.0,14.1,32.0,3.6
09,02,2,B,33.0,14.1,32.0,3.6
09,04,2,B,33.0,14.1,32.0,3.6
09,06,2,B,33.0,14.1,32.0,3.6
09,08,2,B,33.0,14.1,32.0,3.6
09,10,2,B,33.0,14.1,32.0,3.6
09,12,2,B,33.0,14.1,32.0,3.6
09,14,2,B,33.0,14.1,32.0,3.6
09,16,2,B,33.0,14.1,32.0,3.6
09,18,2,B,33.0,14.1,32.0,3.6
09,20,2,B,33.0,14.1,32.0,3.6
09,22,2,B,33.0,14.1,32.0,3.6
09,24,2,B,33.0,14.1,32.0,3.6
09,26,2,B,33.0,14.1,32.0,3.6
09,28,2,B,33.0,14.1,32.0,3.6
09,30,2,B,33.0,14.1,32.0,3.6
09,32,2,B,33.0,14.1,32.0,3.6
09,34,2,B,33.0,14.1,32.0,3.6
09,36,2,B,33.0,14.1,32.0,3.6
09,38,2,B,33.0,14.1,32.0,3.6
09,40,2,B,33.0,14.1,32.0,3.6
09,42,2,B,33.0,14.1,32.0,3.6
09,44,2,B,33.0,14.1,32.0,3.6
09,46,2,B,33.0,14.1,32.0,3.6
09,48,2,B,33.0,14.1,32.0,3.6
09,50,2,B,33.0,14.1,32.0,3.6
09,52,2,B,33.0,14.1,32.0,3.6
09,54,2,B,33.0,14.1,32.0,3.6
09,56,2,B,33.0,14.1,32.0,3.6
09,58,2,B,33.0,14.1,32.0,3.6
12,00,2,C,31.0,15.8,40.0,3.6
12,02,2,C,31.0,15.8,40.0,3.6
12,04,2,C,31.0,15.8,40.0,3.6
12,06,2,C,31.0,15.8,40.0,3.6
12,08,2,C,31.0,15.8,40.0,3.6
12,10,2,C,31.0,15.8,40.0,3.6
12,12,2,C,31.0,15.8,40.0,3.6
12,14,2,C,31.0,15.8,40.0,3.6
12,16,2,C,31.0,15.8,40.0,3.6
12,18,2,C,31.0,15.8,40.0,3.6
12,20,2,C,31.0,15.8,40.0,3.6
12,22,2,C,31.0,15.8,40.0,3.6
12,24,2,C,31.0,15.8,40.0,3.6
12,26,2,C,31.0,15.8,40.0,3.6
12,28,2,C,31.0,15.8,40.0,3.6
12,30,2,C,31.0,15.8,40.0,3.6
12,32,2,C,31.0,15.8,40.0,3.6
12,34,2,C,31.0,15.8,40.0,3.6
12,36,2,C,31.0,15.8,40.0,3.6
12,38,2,C,31.0,15.8,40.0,3.6
12,40,2,C,31.0,15.8,40.0,3.6
12,42,2,C,31.0,15.8,40.0,3.6
12,44,2,C,31.0,15.8,40.0,3.6
12,46,2,C,31.0,15.8,40.0,3.6
12,48,2,C,31.0,15.8,40.0,3.6
12,50,2,C,31.0,15.8,40.0,3.6
12,52,2,C,31.0,15.8,40.0,3.6
12,54,2,C,31.0,15.8,40.0,3.6
12,56,2,C,31.0,15.8,40.0,3.6
12,58,2,C,31.0,15.8,40.0,3.6
03,00,2,A,30.0,16.1,43.0,3.6
03,02,2,A,30.0,16.1,43.0,3.6
03,04,2,A,30.0,16.1,43.0,3.6
03,06,2,A,30.0,16.1,43.0,3.6
03,08,2,A,30.0,16.1,43.0,3.6
03,10,2,A,30.0,16.1,43.0,3.6
03,12,2,A,30.0,16.1,43.0,3.6
03,14,2,A,30.0,16.1,43.0,3.6
03,16,2,A,30.0,16.1,43.0,3.6
03,18,2,A,30.0,16.1,43.0,3.6
03,20,2,A,30.0,16.1,43.0,3.6
03,22,2,A,30.0,16.1,43.0,3.6
03,24,2,A,30.0,16.1,43.0,3.6
03,26,2,A,30.0,16.1,43.0,3.6
03,28,2,A,30.0,16.1,43.0,3.6
03,30,2,A,30.0,16.1,43.0,3.6
03,32,2,A,30.0,16.1,43.0,3.6
03,34,2,A,30.0,16.1,43.0,3.6
03,36,2,A,30.0,16.1,43.0,3.6
03,38,2,A,30.0,16.1,43.0,3.6
03,40,2,A,30.0,16.1,43.0,3.6
03,42,2,A,30.0,16.1,43.0,3.6
03,44,2,A,30.0,16.1,43.0,3.6
03,46,2,A,30.0,16.1,43.0,3.6
03,48,2,A,30.0,16.1,43.0,3.6
03,50,2,A,30.0,16.1,43.0,3.6
03,52,2,A,30.0,16.1,43.0,3.6
03,54,2,A,30.0,16.1,43.0,3.6
03,56,2,A,30.0,16.1,43.0,3.6
03,58,2,A,30.0,16.1,43.0,3.6
04,00,2,A,31.0,15.8,40.0,7.2
04,02,2,A,31.0,15.8,40.0,7.2
04,04,2,A,31.0,15.8,40.0,7.2
04,06,2,A,31.0,15.8,40.0,7.2
04,08,2,A,31.0,15.8,40.0,7.2
04,10,2,A,31.0,15.8,40.0,7.2
04,12,2,A,31.0,15.8,40.0,7.2
04,14,2,A,31.0,15.8,40.0,7.2
04,16,2,A,31.0,15.8,40.0,7.2
04,18,2,A,31.0,15.8,40.0,7.2
04,20,2,A,31.0,15.8,40.0,7.2
04,22,2,A,31.0,15.8,40.0,7.2
04,24,2,A,31.0,15.8,40.0,7.2
04,26,2,A,31.0,15.8,40.0,7.2
04,28,2,A,31.0,15.8,40.0,7.2
04,30,2,A,31.0,15.8,40.0,7.2
04,32,2,A,31.0,15.8,40.0,7.2
04,34,2,A,31.0,15.8,40.0,7.2
04,36,2,A,31.0,15.8,40.0,7.2
04,38,2,A,31.0,15.8,40.0,7.2
04,40,2,A,31.0,15.8,40.0,7.2
04,42,2,A,31.0,15.8,40.0,7.2
04,44,2,A,31.0,15.8,40.0,7.2
04,46,2,A,31.0,15.8,40.0,7.2
04,48,2,A,31.0,15.8,40.0,7.2
04,50,2,A,31.0,15.8,40.0,7.2
04,52,2,A,31.0,15.8,40.0,7.2
04,54,2,A,31.0,15.8,40.0,7.2
04,56,2,A,31.0,15.8,40.0,7.2
04,58,2,A,31.0,15.8,40.0,7.2
08,00,2,B,34.0,12.9,28.0,0.0
08,02,2,B,34.0,12.9,28.0,0.0
08,04,2,B,34.0,12.9,28.0,0.0
08,06,2,B,34.0,12.9,28.0,0.0
08,08,2,B,34.0,12.9,28.0,0.0
08,10,2,B,34.0,12.9,28.0,0.0
08,12,2,B,34.0,12.9,28.0,0.0
08,14,2,B,34.0,12.9,28.0,0.0
08,16,2,B,34.0,12.9,28.0,0.0
08,18,2,B,34.0,12.9,28.0,0.0
08,20,2,B,34.0,12.9,28.0,0.0
08,22,2,B,34.0,12.9,28.0,0.0
08,24,2,B,34.0,12.9,28.0,0.0
08,26,2,B,34.0,12.9,28.0,0.0
08,28,2,B,34.0,12.9,28.0,0.0
08,30,2,B,34.0,12.9,28.0,0.0
08,32,2,B,34.0,12.9,28.0,0.0
08,34,2,B,34.0,12.9,28.0,0.0
08,36,2,B,34.0,12.9,28.0,0.0
08,38,2,B,34.0,12.9,28.0,0.0
08,40,2,B,34.0,12.9,28.0,0.0
08,42,2,B,34.0,12.9,28.0,0.0
08,44,2,B,34.0,12.9,28.0,0.0
08,46,2,B,34.0,12.9,28.0,0.0
08,48,2,B,34.0,12.9,28.0,0.0
08,50,2,B,34.0,12.9,28.0,0.0
08,52,2,B,34.0,12.9,28.0,0.0
08,54,2,B,34.0,12.9,28.0,0.0
08,56,2,B,34.0,12.9,28.0,0.0
08,58,2,B,34.0,12.9,28.0,0.0
09,00,2,B,33.0,14.1,32.0,3.6
09,02,2,B,33.0,14.1,32.0,3.6
09,04,2,B,33.0,14.1,32.0,3.6
09,06,2,B,33.0,14.1,32.0,3.6
09,08,2,B,33.0,14.1,32.0,3.6
09,10,2,B,33.0,14.1,32.0,3.6
09,12,2,B,33.0,14.1,32.0,3.6
09,14,2,B,33.0,14.1,32.0,3.6
09,16,2,B,33.0,14.1,32.0,3.6
09,18,2,B,33.0,14.1,32.0,3.6
09,20,2,B,33.0,14.1,32.0,3.6
09,22,2,B,33.0,14.1,32.0,3.6
09,24,2,B,33.0,14.1,32.0,3.6
09,26,2,B,33.0,14.1,32.0,3.6
09,28,2,B,33.0,14.1,32.0,3.6
09,30,2,B,33.0,14.1,32.0,3.6
09,32,2,B,33.0,14.1,32.0,3.6
09,34,2,B,33.0,14.1,32.0,3.6
09,36,2,B,33.0,14.1,32.0,3.6
09,38,2,B,33.0,14.1,32.0,3.6
09,40,2,B,33.0,14.1,32.0,3.6
09,42,2,B,33.0,14.1,32.0,3.6
09,44,2,B,33.0,14.1,32.0,3.6
09,46,2,B,33.0,14.1,32.0,3.6
09,48,2,B,33.0,14.1,32.0,3.6
09,50,2,B,33.0,14.1,32.0,3.6
09,52,2,B,33.0,14.1,32.0,3.6
09,54,2,B,33.0,14.1,32.0,3.6
09,56,2,B,33.0,14.1,32.0,3.6
09,58,2,B,33.0,14.1,32.0,3.6
12,00,2,C,31.0,15.8,40.0,3.6
12,02,2,C,31.0,15.8,40.0,3.6
12,04,2,C,31.0,15.8,40.0,3.6
12,06,2,C,31.0,15.8,40.0,3.6
12,08,2,C,31.0,15.8,40.0,3.6
12,10,2,C,31.0,15.8,40.0,3.6
12,12,2,C,31.0,15.8,40.0,3.6
12,14,2,C,31.0,15.8,40.0,3.6
12,16,2,C,31.0,15.8,40.0,3.6
12,18,2,C,31.0,15.8,40.0,3.6
12,20,2,C,31.0,15.8,40.0,3.6
12,22,2,C,31.0,15.8,40.0,3.6
12,24,2,C,31.0,15.8,40.0,3.6
12,26,2,C,31.0,15.8,40.0,3.6
12,28,2,C,31.0,15.8,40.0,3.6
12,30,2,C,31.0,15.8,40.0,3.6
12,32,2,C,31.0,15.8,40.0,3.6
12,34,2,C,31.0,15.8,40.0,3.6
12,36,2,C,31.0,15.8,40.0,3.6
12,38,2,C,31.0,15.8,40.0,3.6
12,40,2,C,31.0,15.8,40.0,3.6
12,42,2,C,31.0,15.8,40.0,3.6
12,44,2,C,31.0,15.8,40.0,3.6
12,46,2,C,31.0,15.8,40.0,3.6
12,48,2,C,31.0,15.8,40.0,3.6
12,50,2,C,31.0,15.8,40.0,3.6
12,52,2,C,31.0,15.8,40.0,3.6
12,54,2,C,31.0,15.8,40.0,3.6
12,56,2,C,31.0,15.8,40.0,3.6
12,58,2,C,31.0,15.8,40.0,3.6
03,00,3,A,24.0,16.0,61.0,7.2
03,02,3,A,24.0,16.0,61.0,7.2
03,04,3,A,24.0,16.0,61.0,7.2
03,06,3,A,24.0,16.0,61.0,7.2
03,08,3,A,24.0,16.0,61.0,7.2
03,10,3,A,24.0,16.0,61.0,7.2
03,12,3,A,24.0,16.0,61.0,7.2
03,14,3,A,24.0,16.0,61.0,7.2
03,16,3,A,24.0,16.0,61.0,7.2
03,18,3,A,24.0,16.0,61.0,7.2
03,20,3,A,24.0,16.0,61.0,7.2
03,22,3,A,24.0,16.0,61.0,7.2
03,24,3,A,24.0,16.0,61.0,7.2
03,26,3,A,24.0,16.0,61.0,7.2
03,28,3,A,24.0,16.0,61.0,7.2
03,30,3,A,24.0,16.0,61.0,7.2
03,32,3,A,24.0,16.0,61.0,7.2
03,34,3,A,24.0,16.0,61.0,7.2
03,36,3,A,24.0,16.0,61.0,7.2
03,38,3,A,24.0,16.0,61.0,7.2
03,40,3,A,24.0,16.0,61.0,7.2
03,42,3,A,24.0,16.0,61.0,7.2
03,44,3,A,24.0,16.0,61.0,7.2
03,46,3,A,24.0,16.0,61.0,7.2
03,48,3,A,24.0,16.0,61.0,7.2
03,50,3,A,24.0,16.0,61.0,7.2
03,52,3,A,24.0,16.0,61.0,7.2
03,54,3,A,24.0,16.0,61.0,7.2
03,56,3,A,24.0,16.0,61.0,7.2
03,58,3,A,24.0,16.0,61.0,7.2
04,00,3,A,25.0,17.0,61.0,14.4
04,02,3,A,25.0,17.0,61.0,14.4
04,04,3,A,25.0,17.0,61.0,14.4
04,06,3,A,25.0,17.0,61.0,14.4
04,08,3,A,25.0,17.0,61.0,14.4
04,10,3,A,25.0,17.0,61.0,14.4
04,12,3,A,25.0,17.0,61.0,14.4
04,14,3,A,25.0,17.0,61.0,14.4
04,16,3,A,25.0,17.0,61.0,14.4
04,18,3,A,25.0,17.0,61.0,14.4
04,20,3,A,25.0,17.0,61.0,14.4
04,22,3,A,25.0,17.0,61.0,14.4
04,24,3,A,25.0,17.0,61.0,14.4
04,26,3,A,25.0,17.0,61.0,14.4
04,28,3,A,25.0,17.0,61.0,14.4
04,30,3,A,25.0,17.0,61.0,14.4
04,32,3,A,25.0,17.0,61.0,14.4
04,34,3,A,25.0,17.0,61.0,14.4
04,36,3,A,25.0,17.0,61.0,14.4
04,38,3,A,25.0,17.0,61.0,14.4
04,40,3,A,25.0,17.0,61.0,14.4
04,42,3,A,25.0,17.0,61.0,14.4
04,44,3,A,25.0,17.0,61.0,14.4
04,46,3,A,25.0,17.0,61.0,14.4
04,48,3,A,25.0,17.0,61.0,14.4
